experiment,corpus,method,eval_index,question,evaluable,hit_rank,hit_at_1,hit_at_3,hit_at_5,reciprocal_rank,latency_ms,top1_doc_id,top1_article_number,top1_source_type,top1_score,top1_text_preview
Structural + Dense,structural,dense,49,ما هي معايير المفاضلة للوظائف التعليمية ؟,True,1.0,True,True,True,1.0,11.37,456,,faq,0.8273232579231262,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل اختبار كفايات المعلمين أو اختبارات الرخصة المهنية دون اصدار الرخصة كافية للتقديم على الوظائف التعليمية ؟ الإجابة: نعم اجتيـــاز اختبـــارات الكفايـــات والرخصـــة المهنية كاف للتقديم علـــى الوظائـــف التعليمية وال
Structural + Dense,structural,dense,50,الى متى يستمر التسجيل بجداره ؟,True,1.0,True,True,True,1.0,8.35,467,,faq,0.8683900833129883,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | | مركز الرياض للسياسات السلوكية السؤال: إلى متى يستمر التسجيل والتوثيق ؟ الإجابة: التقديم والتعديل لبيانات الطلب على جدارة في موقع الوزارة على منصة جدارة مستمر طوال العام .
Structural + Dense,structural,dense,51,نسيت كلمة السر ؟,True,1.0,True,True,True,1.0,9.91,575,,faq,0.8203656673431396,"المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: كيف يمكن إعادة طباعة الاشعار في حال فقدانه؟ الإجابة: من خلال الدخول على بوابة الخدمات الإلكترونية واختيار ايقونة ""طلباتي"" والضغط على الاشعار ومن ثم الطباعة"
Structural + Dense,structural,dense,52,خريجات كليات البنات اللاتي تم ضمها إلى الجامعات حديثا و يسألن ماذا أكتب في المؤسسة التعليمية؟,True,1.0,True,True,True,1.0,9.85,461,,faq,0.8038147687911987,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: أي استفسار يتعلق بالدوارات التدريبية أو الخبرات أو التعليم الزائد ؟ الإجابة: تقتصر عناصر المفاضلة على المعدل وأقدمية التخرج والاختبارات المهنية ، والمعايير والضوابط التي يتم وضعها من قبل الجهات ، أي أن التدريب والتعلي
Structural + Dense,structural,dense,53,كيف يمكن معرفة الدرجة العلمية التربوية والدرجة العلمية غير التربوية؟,True,1.0,True,True,True,1.0,11.11,457,,faq,0.8282437324523926,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما هي الدرجات الوظيفية المتاحة في التعاقد على سلم الوظائف التعليمية ؟ الإجابة: يمكن التقديم وفق المادة الســـابعة الفقرة (2/ب، ب، ج) من لائحة الوظائف التعليميـــة، يكـــون التعاقد على ســـلم رواتـــب الوظائف التعليمية
Structural + Dense,structural,dense,54,هل يمكن تعديل الرغبات المكانية أو العنوان بعد التقديم؟,True,1.0,True,True,True,1.0,13.69,227,,faq,0.849486231803894,المصدر: HRSD FAQ التصنيف: التخصصات الاجتماعية | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: هل يمكن تعديل الطلب بعد إرساله؟ الإجابة: لا يمكن تعديل الطلب بعد الإرسال، إلا في حال تم إعادته من قبل الموظف لغرض التعديل.
Structural + Dense,structural,dense,55,في الاله الحاسبة الخاصة ببرنامج نطاقات المطور هل يتم اضافه كافة العاملين ام السعوديين فقط؟,True,1.0,True,True,True,1.0,14.05,490,,faq,0.8777561187744141,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: هل تنطبق آلية احتساب نطاقات المطور على المنشآت التي لديها خمسة عمال فأقل أم يستمر العمل في الآلية السابقة؟ الإجابة: سيستمر العمل بما هو مطبق حاليًا على المنشآت التي لديها خمسة عمال فأقل حيث يكتفى بعامل سعودي مسجل على المنش
Structural + Dense,structural,dense,56,ما سبب تغيير الحد الاقصى للصرف في طلب إصدار التأشيرات...؟,True,1.0,True,True,True,1.0,13.03,474,,faq,0.8168981075286865,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: لماذا تم تغيير نشاط المنشأة دون تقديم طلب بذلك؟ الإجابة: ضمن جهود الوزارة في تخفيف مستوى تعقيد برنامج نطاقات المطور وتسهيل إجراءاته على المنشآت والعملاء ، تم خفض عدد الأنشطة الاقتصادية في برنامج نطاقات المطور وذلك بدمج الأ
Structural + Dense,structural,dense,57,هل يمكن أن يتغير انطاق المنشأة دون تغيير في عدد العمالة خلال السنوات القادمة؟,True,1.0,True,True,True,1.0,10.69,475,,faq,0.8602875471115112,المصدر: HRSD FAQ التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: ما هي أسباب تغير النطاق دون تغير أعداد العاملين الوافدين والسعوديين لدى المنشأة؟ الإجابة: مع دخول برنامج نطاقات المطور حيز التنفيذ بتاريخ 1 / 12 / 2021 م تم رفع نسب التوطين المطلوبة من المنشآت، وبذلك قد يتغير نطاق المنشأة 
Structural + Dense,structural,dense,58,كيف يمكن للمستفيد (المؤمن له) معرفة اسم شركة التأمين التابع لها؟,True,1.0,True,True,True,1.0,10.19,396,,faq,0.8175267577171326,المصدر: HRSD FAQ التصنيف: أعمال | العمالة المنزلية | عامل | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية السؤال: كيف يمكن التأكد من أن نطاق المنشأة يعكس النطاق الحقيقي الذي تستحقه؟ الإجابة: على المنشآت إتباع الخطوات التالية لتعديل بياناتهم والحصول على التقييم الحقيقي: التأكد من تطابق رقم المنشأة في الاستقدام مع بيانات المنشاة في أنظمة وزا
Structural + Dense,structural,dense,59,ما هي الطريقة المتبعة لتسديد قسط التأمين؟,True,1.0,True,True,True,1.0,10.28,381,,faq,0.8179740905761719,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع التنمية الاجتماعية | مركز الرياض للسياسات السلوكية السؤال: ماهي طريقة التسجيل في الضمان المطور؟ الإجابة: إنشاء مستخدم جديد وتعبئة البيانات المطلوبة: رقم الهوية، وتاريخ الميلاد، ورقم الجوال. سيتم إرسال ”رمز التحقق“ إلى رقم الجوال المدخل إدخال رمز التحقق المرسل إلى جوالك والضغط على
